"id","quote","review"
"rn470952330","Lovely Place","Wow where do I start, Waitresses very helpful and polite even though they was rushed of their feet, Food was awesome and fairly decent price wise, really lovely little place well decorated all in all great place to have a pizza."
"rn470408913","Italian Gem","Outstanding delicious pizza. 29 inch shared between three people. We were able to have different toppings which was great. Staff very friendly and you are able to take your own bottle of wine."
"rn470168209","So Close to Five","The location is small but quaint. Part of the charm. Noise level can get high. The reception was very professional with a personal touch. The menu is exciting. Typical but not. Point is you can enjoy trying. The property is clean. It is tight but...More"
"rn468419927","Phenomenal pizza ","Went with some friends. Was able to bring our own bottle of wine, enjoy amazing pizza (you can do half and half with different toppings which is great) and enjoy a cozy atmosphere. Would definitely come back to try more of the pizzas!"
"rn468159594","Real Italian pizza","The the pizza here is the closest you can get to having pizza in Italy specifically in Rome. The stuffed focaccia pizza was also very good. I would definitely return to this place. We went with a group of 6 children, they all loved the...More"
"rn466759708","Great authentic pizza ","I love this place it's my number 1 meal in NYC so far. Staff are really lovely. We shared the 29 inch pizza and got to choose 3 toppings. We had the numero 28 mushrooms and ham, rustico and Gulliano all delicious! And what's ore...More"
"rn466205695","Just what we wanted","We flew in from the UK on the Friday at noon. After a walk round we had a reservation here at 8pm.
We were shattered and after a few bars in the area turned up around 7pm. They understood fully and got us seated straight...More"
"rn466161680","Best pizza in New York","I had lots of pizzas in New York but this is the best I ever had#pizza<f0><U+009F><U+0098><U+0081><f0><U+009F><U+0098><U+008E><f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+0087><f0><U+009F><U+00A4><U+0097><f0><U+009F><U+0098><U+008F>. And it's classy don't forget the flat screen TV they have."
"rn465804519","Real people, real food","You know the food is good when the staff speaks Italian. The pizza was so delicious. It was worth every penny. Order something special that you notmally wouldn't get, you wont be disappointed."
"rn464985200","Fabulous food, ok service","Myself and my brother read the reviews on trip advisor and decided it was worth a try on our first evening in NYC.
We had stuffed foccacia to start, followed by an 18 inch Romeo (prosciutto and artichoke) pizza. Both were extremely tasty. We were...More"
"rn464816148","Pizza pleashure","Not the best pizza I've ever had in New York, but close to the best service. Small, cozy place with attentive service. Recommended for sure."
"rn463826956","Great quality and excellent service","I love this restaurant the pizza is absolutely amazing its a great atmosphere for friends and if you want to have a casual night out. i went here a few days ago and the waiter accidently dropped a knife on my head ( hahaha) but...More"
"rn463628529","very nice...","very friendly ambiance, excellent pizza, they serve it in 3 different sizes, when I first saw I thought mid size would be too much for 2 people actually it was right size what's more it was so light no discomfort after the meal... if you...More"
"rn463263488","Yummy pizza in a lively bar scene area","Pizzeria 28 is located in West Village. It's a very good pizzeria, a lot of italians were there when we went there which I guess is a good sign. We had the 18\" pizza half and half which was a good option instead of two...More"
"rn462360538","Amazing Pizza","Thank you for a memorable night! The food is amazing and the service is spot on. I can't wait to come back!"
"rn462244197","Delicious ","I ate here with my daughters and we all agreed the pizza was delicious. The ambiance is really nice too and service was fantastic. This is a really nice place to enjoy a delicious pizza. We will definitely return when in NYC"
"rn462197497","Great Italian restaurant!","My husband and I ate here for the first time a week ago. He had an individual pizza, which he said was great, and I had the gnocchi, an Italian dish that is not served in a whole lot of restaurants outside of Italy. I...More"
"rn460254984","Good pizza but bring cash","On our last night in NYC, we decided we wanted pizza. This place was the top ranking pizza place in NYC so we decided to give it a try. It's a small diner in the Washington Square area. Restaurant was clean, staff friendly. We got...More"
"rn459842760","Valentine's Day","Probably the best Pizza i have ever had. Pasta was great too. The music was a bit too loud for my taste, bit all in all a 5 Star experience."
"rn459034144","Best pizza in NYC","I'm Italian, I tried all the good pizzerias in NYC, this is by far the best !! And service is great too !!"
"rn457711547","I love pizza","Small a friendly restaurant, great bruschetta, and really great pizza. As it's small best to book and take cash."
"rn457181827","Great place!","Cute place, love the wine! A nice little haven in the middle of winter. Just happened upon this little gem."
"rn457177322","Don't let the door hit you on the way out","I ate at Numero 28 with my daughter Jamie. We shared a delicious pizza half reginella and half the numero 28. The reginella is a simple pie with outstanding red sauce and buffalo moz. cheese. The numero 28 has mushrooms, truffle oil, buffalo mozarella and...More"
"rn457028126","Small place with a great pizza","Very small place, but it wasn't difficult to make a reservation for 2 on a Friday night. I ordered an 18\" pizza, half San Daniele and half Diavola. Pepperoni was a bit spicy, but still great. They don't accept any credit card, but they have...More"
"rn457015557","La vera pizza italiana","Great pizza in NY. Nice environment. Only cash. Book a table. Family restaurant. Take your sit and enjoy!"
"rn456959536","Great pizza","Fantastic delicious pizza. Started with the bruschetta with was a must. Really good. Then had a pepperoni, mushroom, mozzarella, basil pizza. Well worth it. It was so good. I highly recommend."
"rn456055175","Casual Italian dinner","Very happy we decided to try this small Italian eatery in the west village area.
Everything was deliciously prepared in a comfortable family friendly environment.
While the tables were close together the noise level was nice to carry on a pleasant conversation.
We shared family...More"
"rn455940160","PIZZA!!!!","It's been a week since I ate at Numero 28 and I keep dreaming of the pizza. Ohhhhh so good.
The service was wonderful. My friends and I were running late due to a cabbie deciding to drive us through Times Square (ugh). We called...More"
"rn455592575","Great birthday treat","We had found this place here on trip advisor as we were coming the New York on holiday and my birthday, I love pizza so thought what a great place to go. I wasn't disappointed!! It was easy to book on line. On arriving we...More"
"rn455552907","I felt home after 11 months. ","I had the great pleasure to eat in this amazing place. Real italian food, real italian people. The only one I found so far that hasn't made the menu based on american's taste. Truly and completely in love with this cute little piece of Italy...More"
"rn455085178","Best Pizzeria ","My family and I visited this restaurant last week. It was our first night in NYC and we were looking for something close to our hotel so I looked up TripAdvisor and Número 28 was recommended. Again we were just looking for something close and...More"
"rn454619400","The best ","Amazing pizza and bruschetta plus delicious half price wine on Tuesday night. Keep going back here and never disappointed"
"rn453890772","Great Pizza","This restaurant is very small so make sure you reserve a table if you are set on going here OR go early like we did. We arrived at 17:30 and it filled up quickly after that.
Staff were friendly, offered water immediately. Drinks and food...More"
"rn453460379","Best Pizza in NYC and I don't say that without tasting em all","I promise you will not be dissatisfied. This pizza is the absolute best. I love the brick oven taste, the crust, the sauce.....Perfection! The dinners are excellent as well and the desserts are forget about it. Great atmosphere with Senora and Senor from Italy on...More"
"rn453091208","Great salads and pizza ","The reviews on Trip Advisor were on the money: service, presentation, food quality and warm, casual decor did not disappoint. Our party of four shared the quinoa salad and the arugula as well as a 28\" pizza with three different toppings. Everything was delicious. If...More"
"rn452882014","Brick oven pizza on a cold winter night","Amazing pizza and low key vibe. Always pleasant and worth the time A typical Italian place on Carmine St. Gets no better"
"rn452867311","Definately the best pizza in the city!","I've been going here for years after my friends and I literally went on a hunt for the best pizza in NYC. Our search literally ended here. The owners are old school Italian and only buy the freshest ingredients - ask for Eugenia the owner,...More"
"rn451744888","Awesome Pizza and Service","The best pizza my wife & I've ever had. Stopped for a quick lunch. Friendly, fast service. Cash only but they have an ATM."
"rn450944627","Quick professional service and the best Italian pizza in NY","I schooled in NY for 6 weeks and this became my go to spot for pizza. The pizza is wood fired and the staffs are friendly and courteous. The best time to go is in the evening or at weekends when Italian soccer is playing...More"
"rn450269286","good, but not what i expected","Brick oven-yes. fresh and good toppings-yes. Excellent service-yes. If you want ny style pizza, this is not it. We will head to Bleecker street next to compare...."
"rn450200520","A great pizza","When I'm in New York, I go always there for their Numero 28 pizza.
I think it is one of the best I've ever tried!
If you are with some friends, I'll suggest to order the medium or the biggest one. Youbcan fill thwm with...More"
"rn449761724","Fantastic Food","Really nice restaurant with really great food and service.
The appetisers were very generous and really tasty. At our table people tried the calamari, cold cuts, bruschetta and meatballs and everyone was really pleased with their choices.
We all went for pizza as a main...More"
"rn449719405","Best pizza in NYC!","Great service and tasty pizza! We tried the gluten free pizza and it was a taste sensation! We will surely be back again!"
"rn449492026","Good Pizza, a little expensive","We were there a few days ago, this place is beautiful and the pizza is good but for the price so high."
"rn449191982","Just go!","Tasty, great portion sizes and that wonderful American service. Obviously high on the calories but very worth it. Maybe skip breakfast."
"rn449052605","Overrated!","Pizza was quite tasty but way too expensive and nothing special. We had one medium sized pizza which was suppose to be enough for 2/3 people, but yet we left a bit hungry"
"rn448641361","All the hype is true...","We visited #28 twice during our holidays in NY. The pizzas are indeed fantastic. Homemade dough, thin base and woodfire cooking. We like them all. Other dishes were good, including desserts. However, highlight here is the pizzas. 3 sizes, so easy to share different pizzas....More"
"rn448138987","Delicious pizza / great atmosphere","Stopped in for lunch in December 2016. We ordered soup, bruschetta and 2 different pizzas. Went there as a result of seeing excellent reviews and was not disappointed. The large pizzas were huge - come in a unique oblong shape and easily could feed 3...More"
"rn448094517","Yummy!","Felt like a stop in Italy with the chatter of Italian all around us and the authentic food that was ample and delicious. Cozy restaurant that patrons packed into because the offerings are tasty. Our waitress was helpful in her suggestions. Clearly a draw for...More"
"rn447785180","The best pizza !!!","When I walked into the restaurant the place was great. And the pizza was better. I ordered a small pizza and it was the Best pizza I ever had in America. If you want a real Italian pizza go to this place!!!<f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>"
"rn447712664","Best pizza EVER!","Having had pizza in a fair few countries now.
Numero 28, in my book is Numero 1. So glad they are opening in my town London, lets hope the fantastic produce relaxed dining and great service transmit across the pond.
Numero 28, is worth hunting...More"
"rn447593480","Incredible pizza!","Incredible thin crust pizza right in the village. Quaint restaurant. Cash only. There is an ATM in the restaurant."
"rn447436970","Not bad, but far from the best..","Ordered several pizzas for a take-out. Interesting toppings (and combinations), thin crust, and slightly chewy dough. Not bad overall, but far from a couple of other pizza places that we tried on this trip (Don Antonio was the best)."
"rn447277242","Delicious food, great service!","We ate dinner here on Christmas Eve and I almost expected the staff to be irritated to be there, but it was quite the opposite. Our server was so warm and friendly and very attentive. He had great suggestions with the menu.
We ordered the...More"
"rn447130630","Very poor service and average food ","We ate here with high hopes from ratings we had seen and were severely disappointed. As we entered - it was around 5pm and the waiter was cleaning tables and it took him at least 5 minutes to acknowledge us and begrudgingly give us a...More"
"rn447094516","Italian gem in NY ","This is a place to remember if you are a pizza lover like me. It's like Italian place in the heart of new york... Naples in the big city. Try everything, pizza, entrance, siders, everything is good (at least for me)"
"rn446785998","Excellent best diavola ive had!!","Excellent pizza, so much flavour and excellent value for money. Waiters know yhere wines and helpful to make sure you try it first."
"rn446754944","It ok but left very disappointed ","The staff was friendly, the service was slower than I would like, the pizza we ordered had a good flavor however the crust was so soggy it was almost nasty. My biggest issue with this place is they have what seems a nice POS system...More"
"rn446597446","Hidden Gem","We were recommended this Italian restuarant by a tour guide and after reading the Tripadvisor reviews decided to give it a go. It was like a little piece of Italy in the middle of New York. Food was simply delicious! Be mindful they are cash...More"
"rn446358744","Very nice pizze / a good place!!","Had a late lunch there. Simple decor, nice staff. Marguarita and Romeo pizze were very good. Large 14inches! Good glass of Primitivo. What else one would need after three hours walking in the City on a chilly and sunny day!!"
"rn446321958","My little Italy ","My little And lovely family in New York City, I'm in love with this little gem since 2010, I'm from Naples so I think that if a Neapolitan says that this pizzeria is one of the best in all America anyone can trust on this!...More"
"rn446297014","Amazing!","Great food, great staff, great atmosphere. The appetizers main dishes and desserts are all excellent!"
"rn446230426"," Best Pizza And Not Just Pizza","If your looking for a place for the best Pizza in NYC look no further. From the Pizza to the pasta to the unbelievable homemade dessert. You will NOT Be Disappointed."
"rn446060581","Damn that pizza was good.","Was in NY working over a weekend and got a takeaway delivery from here,, was so good decided to go there a few nights later....
Lovely... quaint little place, sat in teh room with the pizza oven and as it had just poured down and...More"
"rn445967573","Will be coming back again","Before i go any further i saw that a few people had commented about the fact that this restaurant is cash only. I feel sorry for those people who had been kinda duped by this practice.
From where i come from this practice is sort...More"
"rn445891045","Best place to eat","We search for this place every time we are in NYC. The best pizza and greatest atmosphere! Love everything about it and will always return. Thank you for the great experience!!!!"
"rn445715198","Love it!","Great service, great food, great ambiance! The trifecta! We customized our own pie and it came out exactly how we wanted. Great portion sizes too!"
"rn445684983","Great food","Cozy restaurant. Friendly service. Fresh salads, great appetizer, excellent pizza. However need to have cash to pay."
"rn445545606","Not italian good pizza","Nothing special, this is not a tipical italian pizza and... that's it! The italian pizza is much more soft."
"rn445102006","Real napolitana pizza","Small, cozy restaurant.... with the best napolitana pizza. Tasty, crunchy and thin a must go when you visit New York."
"rn445044911","Could have been great - but wasn't","Went there with my wife during a a visit to NYC. Unfortunately, we could not make a reservations for two, and were lucky to get the last available table (nearest the door) upon our arrival at 6:30 on a Saturday night. We ordered and watched...More"
"rn444910616","Great food and ambience... ","Although we were told on the phone that they did not take reservations for couples on weekends, we were able to be seated right away. The space is comfortable and the ambiance is great. Sitting by the pizza oven and watching the pizza being made...More"
"rn444742252","Just like Italy","My husband and I split the Numero 28 Specialty pizza and the spinach ravioli. They were both divine and we'll definitely be back!"
"rn444564132","Best pizza i have ever had","This place is very small. But service and pizza was amazing. We had the special pizza in 2 portions. The artichoke and tomatoe. And the mushroom special. Cant wait to visit this place again. GO AND TRY youll love it. The wine was nice as...More"
"rn444547672","Beautiful.","Gnocchi and lasagne with red wine. Beautiful. Simply beautiful and good value for money. I'd recommend reservations as it's busy especially with the local new yorkers. Staff are great and well worth the money."
"rn444348290","For an OK dinner...","There is really nothing much to say. It's just nothing special. It was a decent meal with a pretty good pizza, good service, ok environment (a bit small and worn but fine) and overall an OK experience. The pizza was a 6 (crust 7, sauce...More"
"rn444263175","Great Food and Service","This place is quite small and not in little Italy but dont let that put you off. The pizza is amazing, especially as you can have multiple toppings on the sharing pizza. The service was great and it was reasonably priced. Recommend!"
"rn444160623","The best pizza! ","Came here rather than visit little Italy for pizza. Was divine!
Pretty small inside but good atmosphere. The pizza is SO good! We couldn't finish ours so had a doggy bag. Happily ate for breakfast the next morning and was almost as good as the...More"
"rn444121492","Fantastic! ","Worth the trip! Salads are fresh and delicious. Pizza is authentic Italian and perfectly baked. Attentive service in this quaint little restaurant. Make reservations.
You will love it!"
"rn443703151","Great Pie!","A little hole in the wall restaurant with tight and limited seating. And then $33 for a medium special pizza to share between two - I was beggining to wonder why all the rave reviews. Then I knew as 10 min later a 2ft long...More"
"rn443622533","WONDERFUL pizza in NYC","I have been here during a business trip to NYC - I have booked very early - entering the restaurant is like doing a trip in space and time .
WONDERFUL pizza and a very friendly crew. Try pizza number 28 and their chocolate cake!"
"rn443594021","Un buon posto!","I love a place where the pizza is delicious, the service is molto bravo and I can speak Italian! We had the capricciosa pizza from the wood burning oven and a glass of Primitivo. Che buono!"
"rn443410818","Great place for pizza","A closy spot for great pizza and soups. Real Italian napoletan pizzeria run by an italian family. The waiters are real friendly."
"rn443211818","Simply the best!","I have been eating Numero 28's pizza for the last 11 years and every time I am there I am so happy. I was born and raised in Italy, near Naples, and now I live in NYC and travel a lot for work, so I...More"
"rn443197987","Evening of good pizza and beer!","10/10 thin crust pizza with chilled Peronis served next to a brick fired grill. Appetizers include bruschetta, meatballs, and salads."
"rn443192705","Great place to eat","I'd recommend this to all of my friends, its super homely, really nice waiting staff, and great location! Helps if you like pizza!"
"rn443117384","Delicious and service was perfecto!","Tucked away in Greenwich, this gem has great food and a relaxed atmosphere. Perfect for tired legs after a nice walk on the high line! Will definitely come back!"
"rn442746925","Amazing!","One of the best Pizza in the city! I loved the antipasti as well... And great, friendly atmosphere. We were a group of 10 and had a very good time."
"rn442746880","Best pizza in NY","I brought my clients for a casual dinner and they loved it, it's the best real Italian pizza in New York. Imported straight from Italy."
"rn442744524","Only the best! ","Go there with Giuseppe and expect only the best. Food, company, and ambiance are always the best! Pizza 28 and diavola pizzas are amazing."
"rn442519158","great italian restaurant","They have a great selection of dishes. I recommend especially delicious pizzas. the decor is very cozy and the service friendly and helpful"
"rn442480372","Yummy pizza","Delicious pizza! Lovely setting! Great vibe!
Thoroughly recommend this place. Staff lovely too and great choice of pizza"
"rn442334858","Killer!","Stumbled across this unassuming little restaurant with a big Italian heart! Whilst out exploring this great city! From the off we were transported to the old country, the staff were very attentive and were willing to accommodate our every need! The food was absolutely magic...More"
"rn442320182","over priced pizza","never again! the pizza is way too expensive. it is good but not the best pizza in new york.
also in 2016 they don´t accept the credit card. how is it even possible? only cash and no receipt. I would not recommend this restaurant. They...More"
"rn442239659","Italians do it better","It's really hard to find in Nyc a truly italian restaurant but Numero28 is 100% italian from the products to the staff. The pizza is really Good especially the D.O.C. and the Numero 28 but the restaurant is even better. The Lasagna and the Tiramisù...More"
"rn442045966","Very disappointing ","We found this restaurant on tripadvisor and headed off on the metro to 4th Street with high expectations. I had lasagne whch was dry around the edges and stodgy in the middle. One daughter had pizza which was burnt at the edges and soggy in...More"
"rn442041031","Nope","Took us 20 minutes to get waited on after being seated at a table. Unfriendly staff. Soggy pizza. Skip it."
"rn441836801","Amazing real Italian pizzeria ","This is a true west village gem. If you want to have a taste of Italian pizza this is a must GO! My favorite is the Pizzeria28 pizza! <U+2764><U+FE0F><f0><U+009F><U+008D><U+0095>"
"rn441835306","Favorite Pizza in New York","Best pizza in NYC! Cozy atmosphere, super friendly staff. This is a neighborhood favorite, definitely worth checking out."
"rn441835186","The best Pizza in NYC! ","The best pizza in NYC! We love both the restaurant and delivery here - the pizza is amazing and service is excellent!"
"rn441778139","Excellent experience","Went for accidental lunch while strolling the area. Best pasta we had in NYC by far...also, desserts were fabulous. Compared to high priced places in midtown, these guys have both quality and great value for money."
"rn441634830","Great pizza, professional service","I was in pizzeria with a couple of friends. The pizza was great. We had caprese also as appetizer and desserts.. oh my god.. super good"
"rn441616407","Best Spot in Town","I can't recommend it highly enough. Fantastic pizza (great soups and pasta too).
The pizzas are made by an excellent pizzaiolo. Authentic, delicious cuisine.
Whenever I go to New York, I am at this pizzeria at least twice per trip. One of my favorite restuarants...More"
"rn441597676","Awesome ambiance and food!","The service is great the pizza is so authentic and delicious. They are kid friendly as well. Will definitely be back!"
"rn441236108","Best pizza in New York ","Great Italian pizza. Especially numero28!!!
Nice romantic place for a date, music is beautiful. Service is great. We go here all the time. The location is so close to subway, so don't need to walk a lot"
"rn440484170","Great pizza, cozy environment, must go","28 Pizzeria is wonderful! 1. The pizza is the real, delicious italian pizza, 2. The environment is extremely pleasant and 3. The people are very nice. Best option for pizza in NY. Just come prepared to pay cash only!"
"rn440476541","Closest Pizza to Italy","Numero 28 is our favorite place outside of Italy. We have traveled numerous times from New Jersey just for great pizza. All ingredients are shipped weekly from Itally. If you want a true authentic Italian style pizza cooked in an Italian made wood burning pizza...More"
"rn440473851","Best Italian restaurant in NY","Best italian place in New York, very good service. Nice ambience, you really feel like you are in Italy! Carolina was our waitress and we received good service, i was impressed."
"rn440418498","Best pizza","My husband and I went there for lunch...
Very welcoming atmosfere.... good service....the pizza was authentic delicious
South Italian pizza.... we had the pleasure to met the owner Eugenia.... her homemade chocolate cake is out of this world..... if you go there you got to...More"
"rn440315368","Ercole","Pizza is very good, the dessert is the top and cooked with great passion. The service is generally good"
"rn440311531","Great pizza","Super thin New York pizza. She wasn't kidding when she said she could eat half a 18 inch. It's oblong shaped so it's not very big. Order extra"
"rn440169465","Amazing piece of Italy in New York!!","My boyfriend is gluten free and loves Italian food but can rarely have it now!! This place had a great gluten free menu and the food tasted amazing!! Great services and will be back!!!"
"rn440143551","Buffalo Mozzarella Hunting","Italian couple in NYC looking for a bufala. Just like we hoped to find it: awesomely tasteful. The wine list is short but exhaustive for a 'pizzeria'.
The cannoli are just wonderful!
Give it a try!!!"
"rn440023215","Best pizza in my entire life!","Come here for the real deal... The pizza here is the closest to Italy... You will never regret it! <f0><U+009F><U+008D><U+0095>"
"rn439632837","Great italian place ","Nice restaurant in a nice neighbourhood. I enjoyed pasta just as much as I did back in Sicily !
Quite and peaceful place where you can come with friends otherwise with family."
"rn439632670","Amazing pizzas! ","My pasta was very fresh and very good! I recommend it! The waiter was very cool and understanding! Love this place !"
"rn439632570","Super bon!","A great place to eat pizza! I took lasagne it was delicious!
Super restaurant italien! Les lasagnes étaient délicieuses!
Venez les roeuss''"
"rn439623500","The start of Thanksgiving weekend ","Numero 28 is a brick oven pizza restaurant on Carmine Street in the Village. Most of the staff is Italian and ingredients for the pizza (flour, cheese and meats) are imported from Italy. Friendly, down to earth and centrally located off the West 4 subway...More"
"rn439622990","Dinner!","Excellent pizza! Better than anywhere in NYC! Ambiance: casual and intimate. Pizza: gourmet. Taste: amazing! A reliable, go-to, place to take friends and family and clients. Brick oven pizza and Italian ingredients make perfect pizza.
In all seriousness: go here!"
"rn438749178","Delicious New York pizza!","We weren't sure about this restaurant from the outside as it didn't look anything special but we're glad we chose to go in!
Friendly service with a cosy atmosphere and delicious pizza. We shared an 18\" between 2 and it was plenty big enough, around...More"
"rn438629281","Best pizza in the west village","My wife and I love this place and even after we moved from NY, we always have to go back every time we visit. Can't beat the pizza and the friendly atmosphere!!"
"rn438617436","Amazing!","Great times with friends! So fun. Such good pizza. Our waiter was awesome. He was so nice. Our dessert was good too."
"rn438608663","Awesome Pizza !","After wandering the west village - we came across this quaint little Italian place. We were seated immediately without a reservation. Thankfully it was early on a Saturday night as their phone was ringing a lot with reservation requests.
We ordered the capricciosa pizza (14\"...More"
"rn438320686","Best melanzane in town","Go, order the melanzane alla parmigiana, and enjoy the best one in town.
We also ate pizza and a great wine, Montepulciano D'Abruzzo with a great price/quality ratio (bottle price $36)"
"rn438300617"," Best pizza ever had fantastic","Service was excellent and the pizza was the best of ever hadand for advice we can't get the current quality at home"
"rn438003578","English Girls In New York ","Delicious pizza, just what we needed after a night at the theatre. So fresh and tasty. Restaurant was easy to find and the service impeccable too."
"rn437936980","Best pizza ever","I was there with a couple of friend and we were looking for a nice spot easy going and we try this place after many suggestion
We were surprised even during the week day the place was packed (wednesay).
We decided to try and we...More"
"rn437932408","Good experience","Good athmosphere and it felt like a real Italian place. The pizza was very good! I can highly recommend the place."
"rn437705609","Come with cash and no... their pizza is not Neapolitan. ","They claim to make real Neapolitan pizza, but that's not true. The consistency and taste of the dough is not the right one, and there's no real \"cornicione\". Anyway, the overall taste was good, so no complaints there. The service was pretty good, and that...More"
"rn437637912","Visiting from Texas","Very authentic Italian pizza. Great service. Lovely atmosphere. We are visiting from Texas and were delighted to find they have a location in Austin."
"rn436647003","Peace of Italy in the heart of West Village","One of the best pizza in New York! If you want real taste of Italian pizza and practice your Italian you should not miss this spot!"
"rn436637940","Great","We stumbled across Numero 28 after looking for a nice pizzeria in Greenwich Village. The place was busy at lunchtime which was a good sign.
The service was good, not pushy and left you to talk without feeling pressured to order.
The wine selection and...More"
"rn435792248","Home away from home....a must go!","A must go! Their Pizza Napoletanna is the best I've ever had! The Eggplant was like my Mamma's and \"Madonna Mia, Chocolate Nutella Cake, my heaven on earth desset! This restaurant reminded me of \"home\" away from home. Euogenia, such a beautiful Calabrese, reminded me...More"
"rn435486230","Pizza like in Italy","We have spent here a really nice evening! Warm and friendly but above all the pizza is wonderful! Real pizza better than many pizzerias in Italy itself. I'll definitely come back. If you are near here try it!"
"rn435482343","Dinner with friends!! ","We lovedddd this place!! A very Italian casual atmosphere with the best pizza in the city! We had the numero 28 pizza and the marguerita and we loved it!! Service is great! Attentive and fun!! Even the chef came to the table!!
We will be...More"
"rn435108416","Great Pizza! ","Service was excellent! The pizza was awesome! It was my first time trying the wood-fire pizza and I love it!"
"rn434921329","Great meal with my friend","The best pizzeria in Little Italy. Good service, nice atmosphere, I recommend this place to everyone who loves Italian cuisine."
"rn434919079","Food was amazing!","Me and my friend were looking for somewhere nice and cost to eat and this was the perfect place! Great food, drink and service! Felt just like I was in Italy! Will definitely be coming back :)"
"rn434871416","The best pizza in New York ","The service is always fantastic and the pizza is to die for! Every year I go to holiday to New York and this is always on my list of places to visit."
"rn434683477","Ladies night ","My favorite pizza place..in the world. I've had pizza in Italy and everywhere else - nothing compares to the delicious, fresh tasting pizza here at numero 28. A deff must try in NYC!"
"rn434682191","Girls night","Greatest pizza ever! <f0><U+009F><U+008D><U+0095> and i know what great pizza tastes like as a New yorker! Very good wine, and the service was all right!"
"rn434426863","Cozy place with wonderful tasty pizza!","Such a great place to eat genuine Italian pizza. You can select different toppings on the same big 29\" pizza. The staff is really nice and helpful and this is a great place for families. The big pizza is perfect for 3 people. We would...More"
"rn433784869","Good food and wine","Would recommend this place for good quality food and friendly service. Pizza was delicious. Prices reasonable for NY."
"rn433680348","Real deal Napolitano pizza","Been to Italy 3 times..this place is totally comparable...Good food,friendly service..definitely will be back!"
"rn433644170","Great!","Awesome pizza! Light and airy. Cute place. Will definitely come back. Pizza is so flavorful. We got the margarita and numero 28 and both of them were delicious."
"rn433405519","Amazing Pizzicato ","Amazing pizza... down to the last bite.. very quick service... was very enjoyable...
Had a great experience here with my wife."
"rn433389874","Really good ","Medium pizza more than enough for two and fabulous Service terrific, atmosphere unique. Great for date night."
"rn432531302","An authentic Italian Pizza","I go back to this place anytime I an in NYC and crave a pizza. The pizza is thick (Napoli style), and i normally prefer the thin ones (Romana style) but for this pizzeria i make an exception!
Excellent ingredients and simplicity."
"rn432525716","Best Pizza we ate in the US of A!","Authentic italian pizza and restaurant. We enjoyed it very much since we have been around a lot and this was by far one of the best! Very nice atmosphere and frindly waiters."
"rn432469308","Great atmosphere and delicious local pizzeria","On my recent trip back to NYC, I spent majority of my time in my old neighborhood of Greenwich Village. I was so happy to see Numero 28 is still in the hood. They have a warm, inviting atmosphere and delicious pizza. It's the perfect...More"
"rn432251202","Pleasure ","Love this restaurant great fantastic wow yummy delicious amazing spectacular 10/10 would recommend including me."
"rn431891369","Numero 28 food is more Italian than Italy","We had the best Buffalo Mozerella ever, better than when we visited Italy. Fantastic Italian wine collection, unusual Bruschette on Pizza base. Intimate place with friendly staff."
"rn431840770","The calamari & pizza is delicious!","I recommend the diavola and rustica! Perfect amount of sauce and spice! The location is perfect and I love the style/decorations inside! Very cozy!"
"rn431352620","Great trip! ","What a magical place. Great food and great vibes. Check it out all day everyday. Get the pizza with the cheese on it! Heard it here first - You won't regret it"
"rn431352193","Bomb dank","Best pizza spot in west village. I came here expecting a normal slice and ended up with a life changing experience"
"rn431352136","Electric","This place is electric, excellent pizza and vibes. I came with my friends and we had a really really good time."
"rn430977649","Great pizza, cozy place, nice service","I've been there on Thursday night with my girlfriend. We had a lovely dinner, outstanding pizza. Love it"
"rn430718420","Excellent ","Great Wine, the atmosphere is nice, there is a nice smell of pizza inside. You can share a 29 inches pizza with your friends."
"rn430678852","Pizza Eccellente","Im in holiday in New York and I just stoped in this tipical Italian Pizzeria... The Pizza is probably the Best in New York even the waiters were very nice and friendly, excellent service... Im from Napoli and I've been surprise to find such a...More"
"rn429799565","The real Italian Pizza in New York","Being an Italian living in New York, I'm very picky when it comes to pizza, but Numero 28 is the perfect spot to taste real, authentic, fresh and delicious pizza from Italy. The whole menu is simply outstanding. La signora Eugenia is like a second...More"
"rn429512830","# 1 pizza in the world ","Even in Italy we have ever eaten a pizza so good like this and cozy environment delicate light, service professional and friendly and also the delivery is available
You can't come to New York and not taste the pizza of nonna Eugenia"
"rn429511613","Best pizza","Best pizza! Best hospitality! You really feel at home! Cutest grandma owner! Try the 29inch and you can choose different flavors!"
"rn428764913","That's our only pizzeria in Ny","We've been to Numero 28 so many times that we consider ourselves part of the family! Italians are very picky when it comes to their food and Numero 28 has conquered my Italian husband and all my Italian friends to the point that this is...More"
"rn428571555","Excellent ","The best pizza of New York, good reception and the place is very good.
I will came back!
Italian wine and beer of the best quality."
"rn428538383","So yum ","This is one of our favorite pizza places in the city. We get an 18\" and do 1/2 and 1/2 flavors, and split a salad. Always a favorite."
"rn428271423","great dinner experience","great ambiance I love the fall aesthetic the pumpkins on the table create a great feel. Came in and were seated immediately- truly authentic Italian pizzeria!"
