"id","quote","review"
"rn567546192","Great place...","My family, and especially my daughter Juliana, love this place - for more than just the namesake. The pizza was very good and the service was excellent. They have a very friendly staff. It's in a great neighborhood to walk around in. We also like...More"
"rn567358296","Worth the (chilly) wait","We were staying nearby and monitored the line-up for first 2 days of our stay. On day 3 - and before we headed home, we decided to brave the winds and the lineup. We love a good pizza and had read the reviews on Juliana's...More"
"rn567204370","Cold pizza served ","Went there after visiting the Transit Museum. We went to the restaurant and were served our pizza (cold) within 5 mins (salad we ordered came 10 mins later). Upon complaining, they didn’t charge us for the pizza. They claimed that the pizza was made before...More"
"rn567076373","white base pizza yummy!!!!!!!!!","NY style pizza here is one of the best pizza i ever had.
fresh mozzarella, white base pizza
heaven.
quick and friendly service tops everything up."
"rn566948535","Best in Brooklyn","Recently visited Brooklyn with a friend who lives in the area and she said Juliana’s is the best. After enjoying a few slices, I can now agree!"
"rn566802620","Best pizza I've had!! Amazing but get there early ","We got there 15 mins before it opened and queued. We were first but the queue got longer and 10 mins after opening the restaurant was full. Exceptional service and pizza! I love pizza and this was the best I've had. We had the biggest...More"
"rn565778403","Great Taste of Old Brooklyn","We had a fun time and great food for a late dinner. The atmosphere is fun and is very convenient for a pre or post dinner walk in the promenade with its wonderful view of lower Manhattan. The salad was very good and appreciated the...More"
"rn565543809","Best pizza","Our Airbnb host Robert came here with us and it was the best pizza I ate for quite a while. Very delicious the American original, and one tip, one pizza is enough for two."
"rn565337022","Unacceptable treatment ","I would love to tell everyone how amazing the pizzas were! Unfortunately I cannot as we never made it to a table. We had read about ‘stoking of oven’ between 3.15 and 4pm so timed our visit accordingly. After a lovely walk over Brooklyn Bridge...More"
"rn564407059","One of my favorite pizza restaurants in NYC","This spot is top 10 pizza spots in all NYC. If you are in NY you must go there!
Prosciutto Pizza is one of my favorite :) The service here is amazing too"
"rn564398814","Delicious!","Delicious pizzas! This is a must visit whilst in NYC - Brooklyn. Juliana’s can be located when you come of the Brooklyn Bridge in Brooklyn. Literally 2 minutes from the bridge. The best pizza. Lovely staff and quick service. You can watch the pizzas getting...More"
"rn564371823","ABSOLUTELY BEST PIZZA","This is as close to perfection there is for a pizza. The crust was perfectly cooked in a coal-fired oven, yes that’s right coal. I know I was skeptical but definitely eat here. The crust was perfect thickness (thin-style), crispy and slight crunch not to...More"
"rn564255170","Nice Pizza !!!!!","Really good pizza, the place keeps old style.
No cards, only cash.
A place to go after crossing Brooklyn Bridge by walk.
have lunch there and walk back."
"rn564254346","Yam yam","Great pizza, good atmosphere. Have a glass a red wine, order a margarita pie and see how all you daily worries will drift away. Love this place , it’s so nice and relaxing."
"rn564190752","Julian’s Pizza — my local pizzeria","Our favourite pizza place in the whole of NY and Brooklyn. Great thin crust pizza with lots of toppings to choose from. Juliana’s has an advantage over the next door pizza choice because it serves wine and beer as well as soft drinks.
The location...More"
"rn564158436","The best pizza!","We had to line up and waited for a while until we got a table but it was worth the wait! The dough is extremely thin and the toppings were delicious! Definitely worth a visit if you got to NYC!!!"
"rn564110112","Great pizza ! ","Lots of really good reviews and this place lives up to its reviews! Great Pizza and service! We had the meatball pizza and were not disappointed."
"rn564086028","Best Pizza Ever","My wife and I stumbled across Juliana's Pizza one afternoon while walking around Brooklyn and the Brooklyn Bridge. We were seated right away even though the restaurant was busy. The restaurant had a cozy atmosphere which was so nice after our long walk in the...More"
"rn563999209","Great pizza ","I was pointed to this place as one of the best pizzas in NYC and whilst I didn’t have much to compare it against, it certainly didn’t disappoint.
We didn’t eat in, instead we got a takeaway and ate it whilst watching the sunset over...More"
"rn563962049","Excellent Pizza !","Took family to Juliana's twice while visiting from Wisconsin. Excellent friendly service and outstanding Pizza. Will return on our next trip to NYC !"
"rn563696062","Super tasty pizza","We were headed for Grimaldis, only to see the queue for Julianas. We joined the lunchtime queue for around 20mins. We patiently gazed inside and gently salivated at the food on the tables, secretly wishing the family of 6 in the window to hurry up...More"
"rn563399550","Best pizza in whole of New York","This famous pizza house in Brooklyn is a must.
Forget all other places this is the only place to visit.
Long established with quality guaranteed.
Always a queue but worth the wait.
Pizza is unbelievably good. You have not lived till you taste a pizza...More"
"rn563011321","Wow","This pizza was INCREDIBLE. Crust was done to perfection. Just the perfect combination of sauce, cheese, toppings. Service was terrific too. Went on a Saturday afternoon around 12:30 and waited about 20 minutes but it was totally worth it. If you're in Brooklyn or you...More"
"rn562802228","Incredible pizza and service ","We had noticed that this place had great reviews and thought it was worth a shot. A lot of times you get disappointed when you have such high expectations. However, this place did not disappoint. The food was incredible, and the service was even better....More"
"rn562697184","Amazing pizza and service","Service was quick and staff polite
We had a pizza between two (more than enough for lunch)
Delicious homemade pizza with fresh rocket on top-probably one if not the best pizza I’ve had"
"rn561897712","Great NY Pizza in Brooklyn","I lunched here with my wife during the first week of February. We reached the restaurant at 1:30pm and was lucky to have a free table. We ordered a blue moon and another craft beer which I can't remember his name (both of them were...More"
"rn561756916","New York Pizza at its Finest","IT was worth the wait. The line was long on a Sunday afternoon, but it went very quickly. The Pizza was fantastic and authentic."
"rn561629074","The best pizza you will ever have!","Amazing food, fantastic vibe and highly attentive staff. We found this place on TripAdvisor as the #1 pizza restaurant in NYC and we can see why it has such a position. There was a queue of 30 people waiting outside just to be seated when...More"
"rn561586177","Worth the wait in line","Wanted to have some amazing pizza in Brooklyn while we were visiting, and Juliana’s was recommended to us. We got there at 11:30 when it opens and there was already about 20 people waiting in line outside. We asked to sit at the counter so...More"
"rn561526546","AMAZING PIZZA!","Whatever you do whilst visiting NYC, make the short trip over the bridge to Dumbo and EAT PIZZA HERE!!
Extremely busy but worth the wait without a doubt! The pizza is absolutely delicious and so big!
I will say however it is very very expensive...More"
"rn561036253","Just had to come here!","We came here after a long day walking around Manhattan. It was a cold and rainy evening and by the time we arrived we were thoroughly drenched and bedraggled. They let us come in anyways! Ha. I think there was only 1 table left and...More"
"rn560939471","Amazing pizza and service","What an incredible experience. We wanted to walk the Brooklyn Bridge and stumbled upon this pizza place when looking on Tripadvisor. What a gem. From the moment we walked in we were in heaven. The manager Matt was very accommodating and sat us down right...More"
"rn560904192","Nice place Nice pizza!","A walk over The Brooklyn Bridge followed by a tasty pizza at Julianas in Fulton Street. Got there about 1pm and no others waiting busy inside and that was a queue when we left. Which is always a good sign as it must be good!...More"
"rn560737464","Juliana's Pizza 19 Old Fulton St, Brooklyn, NY 11201-1322","Really good pizza. Make a reservation if you can because it is crowded. Pricey but good just like everything else in NYC."
"rn560676776","Amazing pizza! ","Very nice ambience in this old school pizza place! Very fast service and amazing pizza! Would highly recommend it!"
"rn560221674","Best Pizza ever. ","Went with family for lunch on recommendation. We were not disappointed. Pizza was the best and the cheesecake something else."
"rn559811756","Good pizza, but busy restaurant","Went to Juliana’s for lunch with my bf. we both really liked the pizza and the service was quick and good. Only downside is that it’s very busy at lunch."
"rn559309962","Patsy grimaldi True OG ","went with my wife and was seated by the original owner patsy grimaldi himself the pizza was perfect and the meatballs also the service theres no hype it all an experince i tell you. sincerly carlos from P.R."
"rn559271171","Best pizza in NYC","Travelled over to Brooklyn for pizza, wow was we impressed!! Our waiter (an older guy) was very knowledgable of the area and told us a lot. We visited when it went dark and took a short walk the pier.. WOW!! This place is a must."
"rn558865233","The best pizza in NYC","Visited Juliana’s on a recommendation from a friend & boy was he spot on. A busy original Italian pizzeria with great local beers on tap. I had the number 1 special pizza (Small was huge!) a white pizza with mozzarella, ricotta, scallions, garlic & panacetta...More"
"rn558805605","Amazing pizza ","Best pizza ever. Delicious simple pizza. Huge portion size. Great service too. Close to Brooklyn Bridge."
"rn558494221","Believe the hype","We were prepared for the wait but the reality was there wasn’t one. Visited on a Friday night, about 8pm and were seated immediately upon arrival. Probably luck-it was the first cold snap of the winter which probably kept the crowds away.
The waiting staff...More"
"rn558354850","Fresh Brick oven pizza","There’s definitely a reason that there is always a long line here.
Pizza is Fantastic; but, some of the deserts (cannoli) should Not be ordered (cheesecake was the real deal).
Italian soda is not to be missed"
"rn558187433","The real deal","It's the best rated in NY for a reason. Great pizza and great service. Highly recommend trying an Italian soda and definitely some cheesecake for dessert."
"rn557729617","Best pizza in the world ","The pizza is awesome, I never ate better! It's all fresh, I hope I can eat New York Pizza again! You're just waiting too long for the food, it's always crowded :(."
"rn557633954","Great Pizza","This is a small brick oven pizza place. We were craving some good NY pizza and thats what we found here. We came early on a Friday night but later on there is usally a line. The pizza was great and so were the salads...More"
"rn557618762","Fast and Delicious","We were lucky and didn't have to wait (approx 2pm), tables seem to turn over pretty quickly. Good service, great pizza, love the thin crust."
"rn557545005","for who love pizza come here","clean place with nice menu of different types of pizza , meat chicken vegetables and different types of cook.
prices are average and staff are very welcoming and nice."
"rn557434919","Best pizza","Delicious pizza! Cannoli’s not so great.
We came here early lunchtime on a Monday, no que whatsoever and a few tables to choose from. The pizza was so good! Recommend."
"rn557406415","Birthday weekend","Been to this pizzeria on several occasions when visiting New York this is the first time we had to wait for 45 minutes to get in. It was worth every minuet. I think its one of the best pizza we have had over the years...More"
"rn557251995","Oh my Lanta!!!!!","The best pizza I had in NY hands down!!! The place is small, I believe they’re open from 11:30-3:15pm for lunch and re open from 4-10pm for dinner. We came in while the place was closed and waited in line for a table for dinner....More"
"rn556942136","Yum! Good pizza and Service","We visited during Christmas week, we had to wait outside for an hour but worth the wait. Cute place, great service and good pizza and meatballs. A must stop."
"rn556839476","No Queue, 5* Service","We walked across Brooklyn Bridge and waiting for it to get dark for some
Night pictures so re-visited Juliana’s Pizza.
We visited in September and it was great food even with a 45-Minute wait to be seated.
We returned with no queue, were seated and...More"
"rn556772450","#1 Pizza in the City","Each time I go here, the food never disappoints. Best pizza you'll find in the city. Always served hot and you can tell the ingredients are fresh. All homemade."
"rn556713889","Pizza perfection","A lot of fun - awesome place to visit with family or friends. The pizza is great and the staff are really accommodating. You may have to queue, but it's worth the wait and is in a really great location near the Brooklyn Bridge."
"rn556634795","Best pizza ever","Went to Julianos Monday early afternoon no wait straight to a table with brilliant service ordered the margarita with extra meatballs an garlic an must say best pizza ever eaten 5<U+2606> from us"
"rn556492284","It's totally worth the wait....","Don't let the line scare you... it is totally worth the wait. Get the eggs on your Number 1 special...heaven. And believe what you read when you see that they have THE BEST canolli in New York. Can't be beat. Inside secret...if you can't wait,...More"
"rn556177943","Can see why it was rated best pizza in NYC","Came for pizza before walking the Brooklyn bridge. The waiter who seated us was a bit abrupt as he just dumped two menus on the table and continued to walk out the back without stopping.. however our waiter was very pleasant, came and took our...More"
"rn556151140","Up there with the best pizza in the world.","On the quest to find the best pizza in the world.
We had read the reviews, heard the rumours and seen the queues and Juliana’s did not disappoint.
Joined the queue for Saturday opening at 11:30 and got the last table, be prepared to queue...More"
"rn556044422","Stop browsing and procrastinating - just get yourself here!!","Along with Rubirosa in Little Italy (see earlier review), this was one of the best pizzas my wife and I have ever had in our lives.
Fresh ingredients, polite service, fast delivery of the food - relaxed atmosphere, lovely choice of red wine....I could go...More"
"rn555986219","Great New York pizza","I stayed at the Hilton in Brooklyn and had read the great reviews and was not disappointed. Best pizza I've had in NYC and great atmosphere!!"
"rn555569186","Didn't have pizza this good in Italy","If my tastebuds could talk, they would tell you that Juliana's Margherita pizza with pepperoni is the best pizza they have ever tasted. I didn't come across a better pizza on my three week trip around Italy. The restaurant is a bit on the small...More"
"rn555424517","Best pizza in Brooklyn","I used to a couple blocks from this restaurant, and we still visit even though it's now a 2 hour drive!"
"rn555355155","Simply AMAZING!!!","Run by the same people who founded Grimaldi's, Juliana's is Mecca to Pizza, as far as I'm concerned. Prices are reasonable for NYC, the cheese, is chewy, the coal fired oven provides a special taste for the crust, and the toppings round out what I...More"
"rn555275985","Always delicious","I went with our-of-town friends.
They were pleased and I was happy to show off some fantastic New York pizza. This place never disappoints."
"rn555235022","Trying our the famous pizza in Brooklyn ","We were doing an unplanned visit in Dumbo Brooklyn on a Saturday morning. Walked passed Juliana's Pizza and saw ppl waiting for it to open. We decided to get on line as it was not too long at the moment. Well I'm glad we waited!...More"
"rn554882404","A must visit for GREAT Pizza.","The white base pizzas here are amazing!!! We had never tried white base pizzas before and oh my they are so good. Be prepared to wait outside in a queue but, the tables turn over fairly quickly. We waited about 15 minutes but, went relatively...More"
"rn553366252","Best Pizza","It is for sure the best Pizza I've ever had - I had Pizza No1 - superb.
Don't order two pizza's no matter how hungry you are - we were sadly beaten, even though they box them up for you to take away!"
"rn553323252","Very friendly service but just OK pizza.","We were in Manhattan setting up for a DJ gig and decided to get some pizza while waiting to breakdown. Our first choice was Grimaldi's but it was closed and this was next door. There was a good size line so we figured it must...More"
"rn553175373","Great Pizza !!!","We saw a sign stating it was voted number 1 pizza in the USA 4 years running . We decided to try it . It’s a small cozy restaurant with about 20 -25 tables. The pizza was great I would not say number one but...More"
"rn553103252","Great pizza, nice ambience","I've been eating NYC pizza for over 40 years
They have a great pizza, not cheap but not very expensive.
Worth the trip over the bridge just for the view of lower Manhattan from the corner"
"rn553041633","Great pizza!","I really recommend this restaurant for the great pizza they offer and for the great service. The large pizza is good for two and the topping is always perfect!"
"rn552757247","Hardy the best pizza anywhere. Strictly for tourists","The good news: Service was very good. Outstanding wine list for a pizza place.
The other: Pizza was only ok. Sauce was rich, fruity and flavorful but cheese was grade B (though fresh) at best. Prosciutto topping was blah and probably not Parma. Crust dough...More"
"rn552307921","Authentic Italian pizzas","The pizzas are huge - good for sharing. Buzzy atmosphere and fast service. Can feel a bit cramped and apparently sometimes long queues."
"rn552268356","Amazing, definitely go!!","We arrived not long after opening and the restaurant was already full with a long queue outside, but it was definitely worth the wait. They got people in as quickly as possible & were frequently out letting people know this. We shared the meatballs to...More"
"rn551891483","Amazing!","We had just finished a bus tour of Brooklyn and were wandering around looking for somewhere for lunch. I can’t believe how lucky we were to come across Juliana’s!
Luckily, we arrived at just the right time and walked straight in (as we left, there...More"
"rn551591192","<3 <3 <3","i'm a huge pizza lover and a i'm a vegetarian also i always look for good cheesy pizza and this place was just perfect ! lots of delicious cheese and affordable price"
"rn551561876","Mr and Mrs Jones ","We visited this place during our visit to the US I must say the place is amazing the portion of the pizza <f0><U+009F><U+008D><U+0095> are too big so I recommend one to share thank you very much this is lovely place"
"rn551349378","Best pizza for the trip","We had a LOT of pizza on our visit to New York and this was the best pizza. Well worth hunting down and going out of your way to find."
"rn551277243","Worth the wait.","It was 20 degrees as we waited to get a table at this pizzeria but it was totally worth the effort especially since we met the owner who was overseeing the workings of the restaurant. Pizza very nice and since we prefer thin crust it...More"
"rn551234869","This is Brooklyn","This is a perfect spot after a stroll through brooklyn bridge park/brooklyn promenade. Bring a group and share a few different pies. All of them are wonderful and authentic Brooklyn-style, but I most highly recommend specialty pie #1 (truffle oil) and #4 (arugula and prosciutto)....More"
"rn551234054","Crossing the Brooklyn Bridge to Juliana's","My daughter & I walked across the Brooklyn Bridge (great walk & view) and went to Juliana's for an early dinner...we had read about this place and it totally lived up to all the great reviews, absolutely the Best pizza. We were there Nov 2016...my...More"
"rn550519912","Skip Manhattan and go to Brooklyn for pizza","This is one of the best pizzas I have ever had. We came here based on reviews on trip advisor and yelp and we were not disappointed. Make sure you get a pizza that lets you taste how good the cheese is. We got the...More"
"rn550218743","Brooklyn’s Finest ","We read reviews of both Grimaldi’s and Juliana’s pizza restaurant before heading over to NY.
We opted to ride the subway and walk along Brooklyn Heights to see the fabulous view of Manhattan before walking the Brooklyn Bridge back.
We walked past Juliana’s at 11.20am...More"
"rn550213688","Delicious!","We came for an early lunch after walking the Brooklyn Bridge and we’re glad that we are arrived just after they opened. We got one of the last open tables and there was a line forming quickly outside the door. Pizza is everything good New...More"
"rn550067227","Best pizza ever","We came here with friends in June. We did wait a little bit to be seated- but well worth the wait. This was hands down the most delicious, fresh tasting pizza ever. The wait staff was friendly and very attentive. You will want to try...More"
"rn550033337","Julianna pizza ","The line was very long describe the call whether the wait was about 45 minutes. I enjoy it but I would not wait that long the next time"
"rn549477842","Dinner","We just love it!!! The pizza was great combined with a friendly service great combination. We ordered a pepperoni and mushroom pizza and it was over the top. We waited a few minutes to be sit, it’s a well known restaurant. After you eat you...More"
"rn549380912","Good Pizza! ","We walked over the Brooklyn bridge and searched high and low for this pizza place! Eventually we arrived and their was a massive cue. We waited in line for roughly 45 minutes. It was worth the wait for sure.
The large pizzas are huge! And...More"
"rn549026719","Possibly the best pizza in New York....","My son rated this as the \"best pizza in New York\". It certainly was good. Great to combine with a walk across Brooklyn Bridge. We caught the subway from East Village and walked back across the bridge at sunset. Well worth it."
"rn548975092","For true pizza lovers","No table reservations in this amazing pizza place under the Brooklyn Bridge. You have to wait in the line and for us, it took more than 30 minutes. But it was worth it! Friendly people serve the best Italian pizza around. Try the scamorza pizza...More"
"rn548431783","Delicious pizza","Great pizza and salad...great service but need to wait for a table for 30 min or more..worth the wait...pizza was thin crust and very flavorful..service is fast and desserts are good too"
"rn548369656","Perfect place to refuel after walking across the Brooklyn Bridge","Went here off the back of a recommendation whilst on a Statue of Liberty cruise and it didn't disappoint. Great atmosphere and excellent, authentic food!"
"rn548128698","Well worth the trip and the wait!","This place is simply, awesome!
I was a little wary about having to wait in line as it’s freezing in NY in December, but I’m glad I did. The line looked long, but actually only took 20 minutes to be seated ... so persevere!!
The...More"
"rn548036079","The most amazing Pizza ever....worth the wait..","I could not fault Juliana's. the good, service and atmosphere was lovely. The wait - which was not too long, was worth it and I would have waited longer. I would recommend and hopefully one day will return."
"rn547962717","Loved It! ","A lot of the other reviews said there was a long wait time but my husband and I went on a Tuesday night at 8.30pm and even though the restaurant was almost full we were seated straight away.
I am from Australia and have not...More"
"rn545930098","Excellent pizzas, worth the wait!","I heard lots of good reviews for this place so we decided to walk the Brooklyn bridge and give it a go. We’d heard the queues can get very long, so we were prepared for the wait. We actually only queued for around half an...More"
"rn545929274","Lovely pizza!","This is a great place to eat neapolitan pizza. A real Italien place where the founder still can be seen walking around and supervise the staff. The pizza is delicious but make sure not to fall for the pizzas with a lot of different toppings...More"
"rn545868144","Very Good NY Style Pizza","As NY style pizza goes this is a very good one. Being a big Grimaldi’s fan I had to try Juliana’s and I liked the crust texture and flavor. Cheese and a sightly sweet sauce was also flavorful and good. Classic pep good but not...More"
"rn545863969","Delicious Pizza under the bridge!","After walking the Brooklyn bridge, we had dinner here and it was delicious. The ingredients were so fresh!! It's the best pizza I've had in NYC so far."
"rn545820806","Nicely done, but very limited options","I'll start with the positives: the pizza was thin and had a perfect crust, the topping was also perfectly cooked, and the service was ok.
The big negative for me is the limited menu. I understand limiting your options, as it is also very common...More"
"rn545779161","Excellant Pizza!","We visited Juliana's Pizza during our trip to New York. We knew it would be a long wait but it was well worth it. Its a cozy little place that sits right up under the Brooklyn Bridge. The Pizza had fresh ingredients and a thin...More"
"rn545645206","Pizza!!!","This pizza is to die for!!!!! It’s light not greasy and the perfect amount of sauce and cheese. It’s a treat just watching the gentlemen make the pizza. It’s an art for sure. We came in just in time before it closed for the coal...More"
"rn545571974","Wow! The pizza is great!","My family and I traveled to NYC to see the Christmas lights! We love pizza so we traveled from mid town to Brooklyn to experience the best pizza in NY! It was excellent and the service was great!
When we arrived I was not quite...More"
"rn545378229","Best pizza in town","A cozy place with a wonderfull selection of pizzas! Nice background music and a perfect staff! Would go back for sure"
"rn545009651","Best Pizza","I don't eat much Pizza back at home as I don't like thick crusts and taseless dough. This has all changed now after eating at Juliana's! Go there and stand in the queue, it's worth the wait!"
"rn544905752","Worth waiting in line for","So I read the reviews before I went here with my wife. Most of the reviews stated that there’s always a que but that it was worth it. The reviews also stated to come before they open at 4:00for dinner so you don’t have to...More"
"rn544509652","Serious pizza","I am very happy I went. I really enjoyed the pizza, the atmosphere and the excellent service. I arrived on the early side, about 6:15pm an there was a short queue. After about 15 minutes I was seated at the counter, where I was treated...More"
"rn544077257","Super fresh, super fast -- but get there early!","My husband -- who never wastes eating-out-money on second-rate food --made sure our family of five were in/on line for this culinary experience right before the doors opened for a weekday lunch. We were seated immediately, got our order in, and were the first to...More"
"rn543842806","We have a winner","After checking out Timeout top pizzas I can declare a clear winner in NYC pizza war! And it’s Juliana!!!
The crust is just unbelievable! Top quality toppings!
I highly recommend the #1 special with Pancetta, white truffle oil and scallions."
"rn543616638","Best pizza","Try to visit after 21.00 so as to avoid long queues. If you do wait, however, it’s worth it! Atmosphere is warm, decor includes many pictures of Sinatra and the highlight: oven baked pizza is amazing. Try also any of its sweets...all of them delicious!...More"
"rn543440580","Juliana's-Worth the wait!","Found out about this place from a food tour guide that explained the story about the owners are the original Grimaldi's owners. My son and I went back the next day to try it out. There was a long line and we waited close to...More"
"rn542879505","The Best Pizza Ever?","Definitely the best coal fired pizza we ever had!
Seriously we were able to sit at the bar and were able to see the entire operation which was impressive.
From the fresh cheese being placed, to the care given to the specialty pizzas, you can...More"
"rn542702715","Amazing!","I live in the area & I HAVE to come to this place at least once a week. It's so so so good & the service is incredible. If you're visiting, don't skip coming to this pizza shop!"
"rn542662243","Best pizza ever !","Wrap up warm, put up with the wait (a very nice waitress served everyone in the queue with a free slice !) and enjoy the best pizza we’ve ever had.
Friendly service, simple pizza, perfectly done, reasonably priced....just perfect."
"rn541858467","Pizza. Grape Soda. Cannoli.","We went to Juliana's for lunch twice, once for Pasta and the next day for Pizza and they did not disappoint. The place was pretty tight for my taste but the food makes you forget everything else. The Pizza was the most yummiest I had...More"
"rn541680800","Yummy pizza!","Worth the walk over the Brooklyn bridge to try the pizza! Delicious! A full pizza easily shared between 4 and prices were reasonable. When walking over the Brooklyn bridge to find this place, make sure you take the stairwell leading down near the end of...More"
"rn541285818","Great experience","The location was nice, the service was great, and obviously the pizza was amazing! The price was reasonable, and the wait time for a table was perfectly reasonable."
"rn540944253","Excellent pizza on Brooklyn side of bridge. This pizza was better than any I had in Italy","This is a great place to start before walking the bridge. The margarita pizza with pepperoni was superb. Also great friendly service"
"rn539821570","Average - Not worth the wait.","I think this place is all hype, honestly. It isn't any better or worse than the next pizza place. Don't wait in the line - trust me. It was good but not worth the time."
"rn539794480","Complete pizza","Don’t delay. Get to Juliana’s before noon or you’ll wait and wait!
This was a near perfect pizza. We had a simple margarita with arugula and prosciutto. The tomato sauce was rich and sweet and sparing. The crust superb. The ham especially good; rocket leaves...More"
"rn539782150","Best Pizza ever and so simply done...","Sat at the bar in front of the kitchen with my wife and watched everyone at work. It was a pleasure to eat here. Staff are happy and friendly, the wine list is good and the pizza was just incredible... fresh and light and the...More"
"rn539495603","Juliana's pizza beats Grimaldi's hands down","Since Mr. Grimaldi sold his name to another company, who continues to operate as Grimaldi's Pizza (and moved a few doors down) their quality has gone down hill. Now Mr. Grimaldi has opened another pizza place called, Juliana's, which is in the same spot as...More"
"rn539494738","The best ever!","The best pizza ever. I don’t think it gets any fresher, delicious, flavorful, and cooked so well in a brick oven. I was in heaven and so was our family. They have the best sausage topping, fresh tomatoes and fresh mozzarella. The Margarita pizza was...More"
"rn539462050","Brooklyn Pizza ","You can’t go wrong with Brooklyn Pizza Put Julian’s NICE Brick OVEN at that- Italian Pizza my Fav u sit there get one bite u bringing back friend just to sit and enjoy have a great time"
"rn539144333","Best pizza in New York City ","Definitely the best pizza in New York.
We had a large pizza with meatballs and salami. They always have a queue. But be patient the queue goes quickly."
"rn539069607","So glad we visited","We'd spent the afternoon in Manhattan, then walked across the Brooklyn Bridge and then walked another mile back to where this is located.
There looked to be quite a large queue when we arrived, which is a good sign but we were pretty hungry so...More"
"rn538815764","Try the truffle topping","Short wait and then fab table for 6 of us. So much fun and totally great atmosphere. The staff were brilliant and as we had a few extra friends show up - found chairs. What a difference no snooty NY atmosphere just genuine family atmosphere...More"
"rn538814163","Hands down best pizza of my life","By far, the best pizza I've ever tasted. I'm writing this sitting at the table after finishing the meal, I haven't even left the place yet and I'm compelled to leave a review straight away because to food was sublime and the service just as...More"
"rn538522602","Worth waiting in line for - delicious pizza","We wanted to go to Juliana's on the strength of the reviews and were not disappointed. We spent a morning exploring Brooklyn and then went to Juliana's for lunch. We waited in line for maybe 20 minutes. The restaurant turns over quickly, but once we...More"
"rn538180535","Best in New York?","Who knows? So many pizza places, so little time.
But I can say that as a seasoned traveller who even has his own wood-fired pizza oven at home, I have never tasted pizza as good as this. And the lady next to me, from LA,...More"
"rn538151285","Braved the rain and wow was it worth it!! ","We made the trip over from Manhattan on a very cold and wet day after hearing great things about Juliana’s.
We had beers and a pepperoni large pizza between two. Drinks arrived quickly and pizza not to long after. It tasted delicious and we had...More"
"rn537650366","A BROOKLYN MUST!","Second time coming here. The pizza is beyond perfect. No line on the night we went as it was raining, so we got seated right away. Patsy himself was in the restaurant, so that was kind of cool to see. Our waiter was great and...More"
"rn537134314","WOW","This go-to pizza restaurant will not disappoint even the most discerning pizza lover. Even the meat pizzas are never greasy. Line can be long so prepare accordingly. Don't miss the cheesecake"
"rn536873861","Superb pizza","You come here for the pizza and it doesn’t disappoint. There was a small line but it moved quickly. Recommended."
"rn536830892","Best pizza","Went with a group of 8 friends last minute for dinner. We waited about 15 minutes which was quick considering the usual lien of almost an hour. Great service, drinks and food came out pretty fast. Pizza at Juliana is much better ban next door."
"rn536736832","A visit to this celebrated pizza place","We visited this place during our recent trip to New York. We arrived right after the break for stoking the coal. There was a line but we were in within 20 minutes. We ordered a small margherita pizza which according to the waiter was enough...More"
"rn536726276","First Class Pizza","When you dream of great pizza, it begins with fresh ingredients. You can see your pizza being made in the area by the brick oven. Everything is freshly made. Pure olive oil is sprinkled on your pizza before it is placed in the oven. You...More"
"rn536711142","Amazing food and friendly staff. ","My husband and I visited New York for the first time and LOVED it! We decided to try Juliana's on our way home. I am so glad we did! There were several people lined up outside but we only had to wait about 30 minutes....More"
"rn536707259","Shout Out To Trimell","The excellent pizza, the atmosphere and the genuinely friendly staff are what keep me coming back to Julianna’s every time I’m in NYC. My latest visit on Friday October 27 was no exception. What was different this time, though, was the experience I had with...More"
"rn536178848","Long line but worth it","When we got to the place there was a line. Waited over an hour to get in. It was worth the wait. We ordered the #1, what a great pie. Would do it again!"
"rn536047770","Best pizza I've ever had!","This is the best pizza ever! There's usually a line, but its definitely worth the wait! The service is pretty quick and the staff are all great! If you plan on going anywhere near brooklyn, definitely stop here!"
"rn535979545","Go here, and not to Grimaldi's.","Delicious coal-fired pizza by Patsy Grimaldi, in Grimaldi's former space. There is usually a line, but it moves quickly. I'd recommend going during the week, and when there's a barely a wait. Also, they serve beer and wine, whereas Grimaldi's down the block does not....More"
"rn535446303","Best Pizza in the area","It's the old Patsy's location and much better pizza than Grimaldi's, which has gone downhill over the past 5-7 years and the only people who go to Grimaldi's are tourists. Locals only go to Juliana's in this area."
"rn535210082","No. 1 Pizza in New York","We visited Juliana's after a tour of Brooklyn Bridge & DUMBO. There was already a big queue but we decided to chill out and join it. We waited for about 40 minutes before we got in. It was well worth the wait, my 17 year...More"
"rn535059298","Good, but not standing in no line","Someone told me that New Yorkers like standing in lines. Don't know if true, but we got to Juliana's ~6:15 on a Saturday and there was a 45 minute line (up to an hour and a half when we entered). The pizzeria next door had...More"
"rn534946875","What can I say?","There is nothing that I can say that hasn't been said by others. They are #1 for a reason. Incredible pizza, spaghetti and salad. Local beer to top it off. Great service, very friendly and helpful. This place is just below the Brooklyn Bridge. Don't...More"
"rn534848019","Best Pizza Ever!","The sauce is so delicious as is the crust. We had a simple Margherita pie with extra basil and it was sublime. The cannoli (vanilla) was fantastic also. It's a small place. So, get here early if possible but worth the wait!"
"rn534686087","Excellent Pizza","Amazing pizza, Very Busy, line was out the door for a seat, got there 15 minutes before the doors opened.and were seated quickly and not rushed. Good sized restaurant, every seat was filled in about 20 minutes from when the doors opened.
Big carry out...More"
